,title,date,time,content,link
10,Biden says Republicans should live up to budget deal | Reuters,"September 24, 2023",10:32 PM UTC,"WASHINGTON, Sept 23 (Reuters) - U.S. President Joe Biden on Saturday rebuked what he called ""extreme Republicans"", saying the party's lawmakers needed to take immediate steps to prevent a government shutdown ahead of a Sept. 30 deadline.The deal reached between congressional Republican leadership and his administration in May would have funded essential domestic and national security priorities and still cut the budget deficit by $1 trillion over the next 10 years, Biden said at a congressional awards dinner on Saturday.""Now a small group of extreme Republicans don't want to live up to the deal,"" he said.A shutdown would harm food safety, cancer research and children's programs, Biden said, adding that ensuring that the government is funded is one of the core functions of congress.""It’s time for Republicans to start doing the job America elected them to do. Let's get this done,"" he said.Biden also cast his 2024 campaign against likely Republican challenger former President Donald Trump as a battle against political extremism.""I wish I could say our threat to democracy ended with our victory in 2020 but it didn't,"" Biden said. ""Our democracy is still at stake, don't kid yourself.""",https://www.reuters.com/article/usa-shutdown-biden/biden-says-republicans-should-live-up-to-budget-deal-idUSKBN30U01H
11,Serb gunmen battle police in Kosovo monastery siege; four dead | Reuters,"September 24, 2023",8:38 PM UTC,"NORTH MITROVICA, Kosovo, Sept 24 (Reuters) - Ethnic Serb gunmen in armoured vehicles stormed a village in north Kosovo on Sunday, battling police and barricading themselves in a monastery in a resurgence of violence in the restive north that killed four people.The siege centred on a Serbian Orthodox monastery near the village of Banjska in the Serb-majority region where monks and pilgrims hid inside a temple as a shootout raged.One police officer and three of the attackers died, according to authorities in Kosovo and Serbia.Ethnic Albanians form the vast majority of the 1.8 million population of Kosovo, a former province of Serbia.But some 50,000 Serbs in the north have never accepted Kosovo's 2008 declaration of independence and still see Belgrade as their capital, more than two decades after a Kosovo Albanian guerrilla uprising against repressive Serbian rule.A group of Kosovo Serbs positioned trucks on a bridge into the village, shooting at police who approached them, before the battle moved to the nearby monastery, according to accounts by both Kosovo police and Serbian President Aleksandar Vucic.The gunmen had left the monastery by night, the Serbian Orthodox Church said, though it was unclear where they went.Vucic said the action was a rebellion against Kurti, who has refused to form an association of Serb municipalities in north Kosovo. ""Serbia will never recognise independent Kosovo, you can kill us all,"" he said.Two Serbs were seriously injured and a fourth among them may have died, Vucic said. He condemned the killing of the police officer and urged restraint from Kosovo Serbs.The Serbian Orthodox Church's diocese of Raska-Prizren, which includes Banjska, said men in an armoured vehicle entered the monastery compound, forcing monks and visiting faithful to lock themselves inside the temple.The Kosovo police later said they had entered the monastery and were checking for possible infiltrators among worshippers. Three of their personnel were also injured, as well as the fatality in their ranks, police said.Kosovo's Interior Minister Xhelal Svecla said police found a large number of heavy weapons, explosives and uniforms ""that were enough for hundreds of other attackers"", indicating preparations for a massive assault.The head of the U.N. mission in Kosovo, Caroline Ziadeh, and European Union foreign policy chief Josep Borrell condemned the violence.Borrell talked with both Kurti and Vucic, according to his office.NATO troops, along with members of the EU police force EULEX and Kosovo police, could be seen patrolling the road leading to Banjska, according to a Reuters reporter nearby.Kosovo border police closed two crossings with Serbia.Serbs in north Kosovo have long demanded the implementation of a EU-brokered 2013 deal for the creation of an association of autonomous municipalities in their area.EU-sponsored talks on normalising relations between Serbia and Kosovo stalled last week, with the bloc blaming Kurti for failing to set up the association.Pristina sees the plan as a recipe for a mini-state within Kosovo, effectively partitioning the country along ethnic lines.Serbia still formally deems Kosovo to be part of its territory, but denies suggestions of whipping up strife within its neighbour's borders. Belgrade accuses Pristina of trampling on the rights of minority Serbs.Unrest intensified when ethnic Albanian mayors took office in north Kosovo after April elections the Serbs boycotted.Clashes in May injured dozens of protesters and NATO alliance peacekeepers.NATO retains 3,700 troops in Kosovo, the remainder of an original 50,000-strong force deployed in 1999.The area of north Kosovo where Serbs form a majority is in important ways a virtual extension of Serbia. Local administration and public servants, teachers, doctors and big infrastructure projects are paid for by Belgrade.",https://www.reuters.com/article/kosovo-serbia-shooting/serb-gunmen-battle-police-in-kosovo-monastery-siege-four-dead-idUSKBN30U02Q
12,Explainer: Why Kosovo's stand-off with Serbs goes on 15 years after statehood | Reuters,"September 24, 2023",5:57 PM UTC,"Sept 24 (Reuters) - The storming of a north Kosovo monastery has thrown attention on persistent trouble in the ethnic Serbian-majority region 15 years after Pristina declared independence.Here are facts about the unrest.Independence for ethnic Albanian-majority Kosovo came on Feb. 17, 2008, almost a decade after a guerrilla uprising against repressive Serbian rule.It is recognised by more than 100 countries.Serbia, however, still formally deems Kosovo to be part of its territory. It accuses Kosovo's central government of trampling on the rights of ethnic Serbs but denies accusations of whipping up strife within its neighbour's borders.Serbs account for 5% of Kosovo's 1.8 million people, and ethnic Albanians about 90%. Some 50,000 Serbs in north Kosovo, on the border with Serbia, vent their rejectionism by refusing to pay the state utility for energy they use and often attacking police who try to make arrests.All of them receive benefits from Serbia's budget and pay no taxes either to Pristina or Belgrade.Unrest in the region intensified when ethnic Albanian mayors took office in northern Kosovo's Serb-majority area after April elections the Serbs boycotted, a move that led the U.S. and its allies to rebuke Pristina.Last December, North Kosovo Serbs erected multiple roadblocks and exchanged fire with police after a former Serb policeman was arrested for allegedly assaulting serving police officers during a previous protest.But tensions had been ticking upward for months in a dispute over car license plates. Kosovo has for years wanted Serbs in the north to switch their Serbian license plates, dating to the pre-independence era, to ones issued by Pristina, as part of its policy to assert authority over all of Kosovo territory.Last July, Pristina announced a two-month window for the plates to be switched over, triggering unrest, but later agreed to push the implementation date back to the end of 2023.Ethnic Serb mayors in northern municipalities, along with local judges and 600 police officers, resigned in November last year in protest at the looming switch, deepening dysfunction and lawlessness in the region.Serbs in Kosovo seek to create an association of majority-Serb municipalities operating with considerable autonomy.Pristina rejects this as a recipe for a mini-state within Kosovo, effectively partitioning the country along ethnic lines.Serbia and Kosovo have made little progress on this and other issues since committing in 2013 to a European Union-sponsored dialogue aimed at normalising ties - for both a requirement for EU membership.The transatlantic NATO military alliance retains 3,700 peacekeeping troops in Kosovo, the remainder of an original 50,000-strong force deployed in 1999.The alliance says it would intervene in line with its mandate if Kosovo were at risk of renewed conflict. The EU's EULEX mission, begun in 2008 to train domestic police and crack down on graft and gangsterism, retains 200 special police officers in Kosovo.U.S. and EU envoys are pressing Serbia and Kosovo to approve a plan presented in mid-2022 under which Belgrade would stop lobbying against a Kosovo seat in international organisations including the United Nations.Kosovo would commit to form an association of Serb-majority municipalities. And both sides would open representative offices in each other's capital to help resolve outstanding disputes.But talks on normalising relations between the two former wartime foes stalled last week, with the EU blaming Kosovo's Prime Minister Albin Kurti for failing to set up the association of municipalities.Kurti, who had agreed such an association should have only limited powers whose decisions could be overruled by central government, accused the EU mediator of siding with Serbia to pressure him to implement only one part of the deal.Serbia's president appears ready to approve the plan, warning recalcitrant nationalists in parliament that Belgrade will otherwise face damaging isolation in Europe.But with nationalist hardliners powerful on both sides, not least among north Kosovo Serbs, no breakthrough is on the horizon.The area of north Kosovo where Serbs form a majority is in important ways a virtual extension of Serbia. Local administration and public servants, teachers, doctors and big infrastructure projects are paid for by Belgrade.Local Serbs fear that once fully integrated within Kosovo they could lose benefits such as Serbia's free public healthcare and be forced onto Kosovo's private healthcare system.They also fear pensions would be smaller, given that the average monthly pension in Kosovo is worth 100 euros ($107)compared with 270 euros in Serbia.($1 = 0.9388 euros)",https://www.reuters.com/article/kosovo-serbs/explainer-why-kosovos-stand-off-with-serbs-goes-on-15-years-after-statehood-idUSKBN30U0A8
13,Nagorno-Karabakh's Armenians start to leave en masse for Armenia | Reuters,"September 24, 2023",10:39 PM UTC,"STEPANAKERT, Azerbaijan, Sept 24 (Reuters) - Ethnic Armenians in Nagorno-Karabakh began a mass exodus by car on Sunday toward Armenia after Azerbaijan defeated the breakaway region's fighters in a conflict dating from the Soviet era.The Nagorno-Karabakh leadership told Reuters the region's 120,000 Armenians did not want to live as part of Azerbaijan for fear of persecution and ethnic cleansing.Those with fuel had started to drive down the Lachin corridor toward the border with Armenia, according to a Reuters reporter in the Karabakh capital known as Stepanakert by Armenia and Khankendi by Azerbaijan.An Armenian government statement said 1,050 people had crossed into Armenia from Nagorno-Karabkah as of 10 p.m. (1800 GMT) on Sunday.Reuters pictures showed dozens of cars driving out of the capital toward the corridor's mountainous curves.The Armenians of Karabakh, a territory internationally recognised as part of Azerbaijan but previously beyond its control, were forced into a ceasefire last week after a 24-hour military operation by the much-larger Azerbaijani military.Armenia and Azerbaijan have fought two wars over the enclave in 30 years -- with Azerbaijan gaining back swathes of territory in and around Nagorno-Karabakh in a six-week conflict in 2020.Turkish President Tayyip Erdogan, who backed the Azeris with weaponry in the 2020 conflict, was due on Monday to meet Azerbaijan President Ilham Aliyev in Nakhchivan -- a strip of Azeri territory nestled between Armenia, Iran and Turkey.Erdogan last week said he supported the aims of Azerbaijan's latest military operation but played no part in it.The Armenians are not accepting Azerbaijan's promise to guarantee their rights as the region is integrated.""Ninety-nine point nine percent prefer to leave our historic lands,"" David Babayan, an adviser to Samvel Shahramanyan, president of the self-styled Republic of Artsakh, told Reuters.""The fate of our poor people will go down in history as a disgrace and a shame for the Armenian people and for the whole civilised world,"" Babayan said. ""Those responsible for our fate will one day have to answer before God for their sins.""The Armenian leaders of Karabakh said that all those made homeless by the Azerbaijani military operation and wanting to leave would be escorted to Armenia by Russian peacekeepers.Reuters reporters near the village of Kornidzor on the Armenian border saw some heavily laden cars pass into Armenia. Armenia said 377 refugees had arrived by Sunday evening.Armenia Prime Minister Nikol Pashinyan has faced calls to resign for failing to save Karabakh. In an address to the nation, he said some aid had arrived but a mass exodus looked inevitable.""If proper conditions are not created for the Armenians of Nagorno-Karabakh to live in their homes and there are no effective protection mechanisms against ethnic cleansing, the likelihood is rising that the Armenians of Nagorno-Karabakh will see exile from their homeland as the only way to save their lives and identity,"" he said, according to an official transcript.The situation could change the delicate balance of power in the South Caucasus region, a patchwork of ethnicities crisscrossed with oil and gas pipelines where Russia, the United States, Turkey and Iran vie for influence.Last week's Azerbaijani victory appears to end one of the decades-old ""frozen conflicts"" of the Soviet Union's dissolution. Aliyev said his ""iron fist"" had consigned the idea of an independent ethnic Armenian Karabakh to history and that the region would be turned into a ""paradise.""Armenia says more than 200 people were killed and 400 wounded in the Azerbaijani military operation.Nagorno-Karabakh lies in an area that over centuries has come under the sway of Persians, Turks, Russians, Ottomans and Soviets. It was claimed by both Azerbaijan and Armenia after the fall of the Russian Empire in 1917. In Soviet times it was designated an autonomous region within Azerbaijan.As the Soviet Union crumbled, the Armenians there threw off nominal Azeri control and captured neighbouring territory in what is now known as the First Karabakh War. From 1988 to 1994 about 30,000 people were killed and more than 1 million -- mostly Azeris -- displaced.In 2020, after decades of skirmishes, Azerbaijan won a decisive 44-day Second Karabakh War. That war ended with a Russian-brokered peace deal Armenians accuse Moscow of failing to guarantee.The Armenian authorities in the region on Saturday said about 150 tonnes of humanitarian cargo from Russia and another 65 tonnes of flour shipped by the International Committee of the Red Cross had arrived in the region.With 2,000 peacekeepers present, Russia said that under the terms of the ceasefire, six armoured vehicles, more than 800 small arms, anti-tank weapons and portable air defence systems, plus 22,000 ammunition rounds had been handed in by Saturday.Space for 40,000 people from Karabakh had been prepared in Armenia. Azerbaijan, which is mainly Muslim, has said that the Armenians, who are Christian, can leave if they want.Pashinyan on Sunday blamed Russia for failing to do enough for Armenia, which he said would review its alliance with Moscow.""Some of our partners are increasingly making efforts to expose our security vulnerabilities, putting at risk not only our external, but also internal, security and stability while violating all norms of etiquette and correctness in diplomatic and interstate relations, including obligations assumed under treaties,"" Pashinyan said in his Sunday address.Russian officials say Pashinyan is to blame for his own mishandling of the crisis.",https://www.reuters.com/article/armenia-azerbaijan/karabakhs-armenians-start-to-leave-en-masse-for-armenia-idUSKBN30U020
14,France to pull troops out of Niger following coup | Reuters,,,"PARIS (Reuters) - France will pull its soldiers out of Niger following a July coup in the West African country, President Emmanuel Macron said on Sunday, dealing a huge blow to French influence and counter-insurgency operations in the Sahel region.Macron said 1,500 troops would withdraw by the end of the year and that France, the former colonial power in Niger, refused to “be held hostage by the putchists”.France’s exit, which comes after weeks of pressure from the junta and popular demonstrations, is likely to exacerbate Western concerns over Russia’s expanding influence in Africa. The Russian mercenary force Wagner already present in Niger’s neighbour Mali.The French president has refused to recognise the junta as Niger’s legitimate authority but said Paris would coordinate troop withdraw with the coup leaders.“We will consult with the putschists because we want things to be orderly,” Macron said in an interview with France’s TF1 and France 2 television stations.France’s ambassador was also being pulled out and would return to the country in the next few hours, Macron added.French influence over its former colonies has waned in West Africa in recent years, just as popular vitriol has grown. Its forces have been kicked out of neighbouring Mali and Burkina Faso since coups in those countries, reducing its role in a region-wide fight against deadly Islamist insurgencies.Until the coup, Niger had remained a key security partner of France and the United States, which have used it as a base to fight an Islamist insurgency in West and Central Africa’s wider Sahel region.France’s military base in Niger’s capital, Niamey, had become the epicentre of anti-French protests since the July 26 coup.Groups have regularly gathered on the street outside to call for the exit of troops stationed in the capital. On one Saturday this month, tens of thousands rallied against France, slitting the throat of a goat dressed in French colours and carrying coffins draped in French flags.Pro-coup demonstrators in Niamey have waved Russian flags, adding to Western countries’ fears that Niger could follow Mali’s lead and replace their troops with Wagner fighters.Before his death in a plane crash last month, Russian mercenary chief Yevgeny Prigozhin spoke in a social media clip of making Russia greater on all continents and Africa more free. Wagner’s future has been unclear since his demise.Wagner is also active in Central African Republic and Libya. Western nations say it is also present in Sudan, though it denies this. Russian President Vladimir Putin has called for a return to constitutional order in Niger.French nuclear power plants source a small amount - less than 10% - of their uranium from Niger, with France’s state-owned Orano operating a mine in Niger’s north.Macron said he still regarded democratically elected President Mohammed Bazoum, currently held prisoner by the coup leaders, as Niger’s legitimate leader and had informed him of his decision.",https://www.reuters.com/article/nigeria-security-france/france-to-pull-troops-out-of-niger-following-coup-idUSKBN30U0CO
15,"Fleeing bombs and death, Armenians recount  fear and hunger | Reuters","September 24, 2023",5:51 PM UTC,"GORIS, Armenia, Sept 24 (Reuters) - After the village was bombed so hard there was no way to bury the truckloads of dead, he fled with his family and stuffed whatever possessions could be salvaged into two vans.Petya Grigoryan is one of the first ethnic Armenians of Nagorno-Karabakh to make it to Armenia after a lightning 24-hour Azerbaijani military operation defeated the Karabakh Armenian forces.The ethnic Armenians of Karabakh, internationally recognised as part of Azerbaijan, say they will not live as part of Azerbaijan and that almost all of the 120,000 Armenians there will leave for Armenia.So far several hundred have reached Armenia.Grigoryan, a 69-year-old driver, said his Kochoghot village in what the Armenians know as the Martakert district of Karabakh was pummelled by Azerbaijan armed forces. There were two KAMAZ-truckloads full of civilian dead in the village, he said.""There was nowhere to bury them,"" Grigoryan told Reuters after making his way down the Lachin corridor and across the border into Armenia, where Reuters interviewed him and other refugees in the border town of Goris.""We took what we could and left. We don’t know where we’re going. We have nowhere to go,"" he said.Of the 500 villagers, he said 40 had got out.Reuters was unable to independently verify his account but it chimed with the outline given by other ethnic Armenians fleeing Karabakh, which Azerbaijan says will be turned into a ""paradise"" and fully integrated.Azerbaijan said it launched the operation against Karabakh forces after attacks on its own citizens. President Ilham Aliyev said his army had only targeted Karabakh fighters and that civilians had been protected.""Before the operation, I once again gave a strict order to all our military units that the Armenian population living in the Karabakh region should not be affected by the anti-terrorist measures and that the civilian population be protected,"" he said in an address to the nation on Sept. 20.""Civilians felt protected entirely thanks to the professionalism of our armed forces,"" he said.Grigoryan and thousands of other Armenians made their way to the airport near the Karabakh capital, known as Stepanakert by Armenians and Khankendi by Azerbaijan, where some Russian peacekeepers are based.""It was scary there,"" he said. Thousands slept on the ground without food and little water. ""There was nothing to eat or drink; three days without food,"" he said.Nairy, a builder from Leninakan, Armenia, said he had been trapped in Karabakh since December by the blockade. Then the Azerbaijan military shelled the Shosh village where he was staying.""The kids were injured. We sat in the basements until the peacekeepers came in and took the people out,"" he said.He too had made his way to the airport.""We are extremely grateful to the lads for sharing their rations with the kids,"" he said. ""The Russian peacekeepers went hungry to give the kids their rations.""At the airport, he said, there were thousands sleeping outside.",https://www.reuters.com/article/armenia-azerbaijan-refugees/fleeing-bombs-and-death-karabakh-armenians-recount-visceral-fear-and-hunger-idUSKBN30U0BA
16,"El Paso, Texas 'at a breaking point' amid jump in migration, mayor says | Reuters","September 24, 2023",11:34 PM UTC,"Sept 23 (Reuters) - The dramatic increase in migrants crossing the U.S. border from Mexico has pushed the city of El Paso, Texas, to ""a breaking point,"" with more than 2,000 people per day seeking asylum, exceeding shelter capacity and straining resources, its mayor said on Saturday.""The city of El Paso only has so many resources and we have come to ... a breaking point right now,"" Mayor Oscar Leeser said at a news conference.The arrival of largely Venezuelan asylum seekers is part of a larger swell of immigrants who traveled dangerous routes on buses and cargo trains to Mexican border towns near San Diego, California, and the Texas cities of El Paso and Eagle Pass.Migrant numbers had plummeted in recent months, and the recent rise has generated a new wave of political attacks on U.S. President Joe Biden heading into the 2024 election.Lesser said El Paso plans to open a new shelter, and on Saturday chartered five buses to take migrants to New York, Chicago and Denver.Republican governors in Texas and Florida have been criticized for sending migrants to cities perceived as liberal such as New York and Sacramento. But Leeser, a Democrat, said all of the migrants on the El Paso buses were going voluntarily to the cities of their choice.Leeser said the Biden had been a good partner. But he said the overall U.S. immigration system was broken.Many migrants from Venezuela, he said, lacked transportation to their desired destinations, while El Paso's current shelter houses only 400 people, and must also be available to help the homeless.As recently as six weeks ago, about 350 to 400 people were crossing into El Paso per day, but the past few days have brought 2,000 or more.Over the past 10 days, the city has worked with the U.S. Border Patrol to provide shelter for 6,500 people, Leeser said.About two-thirds of those crossing into El Paso currently are single men, he said. About 32% are families and just 2% are unaccompanied children.""I think it's really important to note that we have a broken immigration system,"" he said. ""It's the same thing over and over again.""",https://www.reuters.com/article/usa-immigration-el-paso/el-paso-texas-at-a-breaking-point-amid-jump-in-migration-mayor-says-idUSKBN30T0FF
17,"Polls show Australia Indigenous referendum support slipping, likely to fail | Reuters","September 24, 2023",11:39 PM UTC,"SYDNEY, Sept 25 (Reuters) - Support for a referendum to constitutionally recognise Australia's Indigenous people slipped further, with the landmark proposal set to fail in a national vote roughly three weeks away, two opinion polls showed on Monday.Support for a ""Voice to Parliament"", an Indigenous committee to advise parliament on matters affecting Aboriginal and Torres Strait Island people, fell to 33%, down 15 points since May, the Australian Financial Review (AFR)/Freshwater poll showed. The 'No' vote had reached 50%.Despite the Anthony Albanese-led Labor government's campaign drive to win undecided voters, opposition to the referendum rose three points to 56%, a Newspoll conducted for The Australian newspaper showed. Support dipped to 36% from 38% in the previous poll on Sept. 3.Altering the constitution requires a national referendum in Australia and only eight have passed since 1901 when the country was formed. The proposal must get a majority of votes nationwide and at least four of the six states must back the change.Australia, which will hold the referendum vote on Oct. 14, has no treaty with its Indigenous people, who make up about 3.2% of its 26 million population. They were marginalised by British colonial rulers and are not mentioned in the 122-year-old constitution.The referendum debate has divided opinions with supporters arguing the Voice will bring progress for the Aboriginal community, while opponents say it would be divisive. Others have described it as tokenism and toothless.Voters who had switched their stance to reject the proposal in the past five months said the Voice was creating distraction from their top two issues - the cost of living and the cost of housing, the AFR survey said.It also showed the approval ratings for Albanese, who has staked significant political capital on the referendum, fell 5 points to 46%.In the Newspoll survey, Albanese's ratings improved slightly to 47% though that remained at historically low levels, while on a two-party preferred basis, Labor enjoyed a 54-46% lead against the conservative opposition coalition.",https://www.reuters.com/article/australia-indigenous/polls-show-australia-indigenous-referendum-support-slipping-likely-to-fail-idUSKBN30U0GZ
18,Ophelia brings more rain and flood risk to US East Coast | Reuters,"September 24, 2023",7:30 PM UTC,"Sept 24 (Reuters) - Ophelia, downgraded to a post-tropical cyclone, brought more rain and wind as it moved along the Atlantic Coast of the United States, forecasters said on Sunday.The weather system came ashore near Emerald Isle, North Carolina on Saturday where it doused the region with torrential downpours and unrelenting winds that caused flooding and widespread power outages.Ophelia was expected to gradually weaken as it churned north-northeast, but heavy rainfall still threatened to cause flooding across a vast area of the Mid-Atlantic into southern New England, the National Hurricane Center (NOAA) said in its last advisory on the storm.Between one and three inches of rain could fall in areas impacted by Ophelia, and forecasters warned that life-threatening surf and rip currents would impact much of the East Coast throughout the weekend.In New Jersey, thousands of customers were without power as of Sunday morning and some localities received at least 4 inches of rain, local media reported.The National Weather Service in New York expected one or two feet of ""inundation above ground level"" in waterfront areas of Long Island's Suffolk County.As winds whipped up by Ophelia slowed from hurricane-force on Saturday to around 25 mph (35 km/h) on Sunday, forecasters announced another storm had formed in the Atlantic.Tropical storm Philippe was about 1,175 miles (1890 kilometers) west of the Cabo Verde islands which are near the West Coast of Africa.",https://www.reuters.com/article/storm-ophelia/weakening-ophelia-brings-more-rain-and-flood-risk-to-u-s-east-coast-idUSKBN30U0C9
19,Usher to headline Super Bowl 2024 halftime show | Reuters,"September 24, 2023",5:47 PM UTC,"Sept 24 (Reuters) - Grammy-winning artist Usher will headline the halftime show at the 2024 Super Bowl in Las Vegas, Nevada, the National Football League (NFL), Apple Music and label Roc Nation announced on Sunday.The 58th Super Bowl is scheduled to take place at Las Vegas' Allegiant Stadium on Feb. 11, 2024.""It's an honor of a lifetime to finally check a Super Bowl performance off my bucket list,"" Usher said in the statement. ""I can't wait to bring the world a show unlike anything else they've seen from me before.""Since the release of his debut album in 1994, Usher Raymond IV has sold over 80 million records worldwide, climbing atop music charts and bringing home eight Grammy awards, considered by many to be the most prestigious awards in the music industry.Billboard magazine crowned him the second most successful artist of the 2000s.""U Got It Bad,"" ""OMG,"" and ""Yeah!"" are among the 44-year-old singer's chart-topping hits. Usher is currently performing in Las Vegas as part of his residency show ""Usher: My Way.""""Usher is an icon whose music has left an indelible mark on the cultural landscape throughout his career,"" NFL Head of Music Seth Dudowsky said in the news release announcing the decision.Last year's Super Bowl Halftime Show, headlined by R&B star Rihanna, was the most-watched halftime performance of all time, organizers said.Iconic artists including the Rolling Stones, Beyonce, Stevie Wonder, Prince and Bruce Springsteen have taken the Super Bowl stage over the years.",https://www.reuters.com/article/football-nfl-super-bowl-halftime/rb-star-usher-to-headline-2024-super-bowl-halftime-show-idUSKBN30U0A0
