,title,date,content,link
14,Brookfield cancels share conversion due to insufficient tenders By Investing.com,"Published Sep 22, 2023 05:17PM ET","Brookfield Corporation (NYSE: BN, TSX: BN) announced on Friday that the proposed conversion of its Cumulative Class A Preference Shares, Series 32 (TSX: BN.PF.A) into Cumulative Class A Preference Shares, Series 33 will not proceed. The decision comes after the company received fewer election notices than required for the conversion.The corporation reported that only 177,688 Series 32 Shares were tendered for conversion, falling short of the one million shares needed to effect the change to Series 33 Shares. As a result, there will be no conversion, and holders of Series 32 Shares will retain their existing shares.Brookfield Corporation is a long-term capital compounding entity that aims to provide attractive total returns for its shareholders. The corporation's assets are currently deployed across three businesses - Asset Management, Insurance Solutions, and Operating Businesses. These ventures generate substantial and increasing free cash flows, backed by a cautiously capitalized balance sheet.This article was generated with the support of AI and reviewed by an editor. For more information see our T&C.",https://www.investing.com/news/stock-market-news/brookfield-cancels-share-conversion-due-to-insufficient-tenders-93CH-3180924
15,"X social media's India, South Asia policy head Gupta resigns-sources By Reuters","Published Sep 23, 2023 01:16AM ETUpdated Sep 23, 2023 06:10AM ET","By Aditya KalraNEW DELHI (Reuters) - Social media platform X's head of policy for India and South Asia, Samiran Gupta, has resigned, two sources said, a top departure that comes ahead of India elections and as the company fights a court battle with New Delhi over content removal.Gupta was the most senior India employee for X, formerly known as Twitter, and responsible for ""key content-related policy issues"" and ""defending Twitter's position with new policy developments and support in-country sales organization,"" according to his LinkedIn profile.Gupta, who was designated as X's Head of Global Government Affairs for India and South Asia, declined to comment to Reuters. X did not immediately respond to a request for comment.Gupta's tenure at X ended in September, according to Gupta's LinkedIn profile, which said he ""enabled transition leadership for Twitter post acquisition by Elon Musk led X-Corp."" He had joined the company in February, 2022, eight months before Musk completed his $44 billion acquisition of  Twitter Inc  (NYSE:TWTR). X counts India as a key market, with around 27 million users. Prime Minister Narendra Modi and other government officials are regular users of the platform.There are roughly 15 X employees in functions like compliance and engineering in India, said one of the sources, but Gupta was the only executive engaging with the government and political parties.Interaction between X and government and party officials would intensify typically during the run up to polls, and a national election is due to take place in India next year.X is appealing against an Indian court ruling that it had failed to comply with government orders to remove certain content, arguing it could embolden New Delhi to block more content and broaden the scope for censorship.India in September told a court X is a ""habitual non-compliant platform"" and for years has not followed many orders to remove content, undermining the government's role.  
",https://www.investing.com/news/stock-market-news/x-social-medias-india-south-asia-policy-head-gupta-resignssources-3180968
16,Explainer-What you need to know about RSV and the new vaccines By Reuters,"Published Sep 22, 2023 02:18PM ETUpdated Sep 22, 2023 05:33PM ET","Position added successfully to: 
By Michael Erman(Reuters) -The U.S. Centers for Disease Control and Prevention (CDC) on Friday recommended  Pfizer  (NYSE:PFE)'s respiratory syncytial virus (RSV) vaccine for women in the middle of the third trimester of pregnancy to protect their babies from severe illness.That Pfizer shot and one developed by GSK in May became the first two RSV vaccines to win U.S. approval, for use in people aged 60 and over to prevent severe illness. In August, Pfizer's vaccine also won approval for the maternal use. Here's what you need to know. What is RSV? RSV is a usually seasonal respiratory virus that generally causes mild, cold-like symptoms. Still, infants and older adults have a higher risk of developing severe RSV.RSV leads to 58,000 to 80,000 hospitalizations among children under age 5, and 60,000 to 160,000 hospitalizations among adults age 65 and older each year, according to the CDC. It causes around 14,000 deaths in adults aged 65 and older in the U.S. annually, according to government estimates. Who should get the vaccines?The U.S. CDC has recommended that adults aged 60 or older may get the shot after discussions with a healthcare provider about whether RSV vaccination is right for them. The agency stopped short of saying all adults over the age of 60 should receive it this year.Outside advisers to the CDC suggested the narrower recommendation in June after expressing concern that there was not sufficient data on how effective the vaccines are in people over age 75 and in other high-risk groups.CDC Director Dr. Mandy Cohen formally recommended use of the vaccine in expecting mothers to protect infants up to age 6 months after the agency's Advisory Committee on Immunization Practices voted 11-1 in its favor. The panel recommended use of the shot in women 32 weeks to 36 weeks into their pregnancy from September to January, in order to protect babies born in peak RSV season.How often do I need to get the vaccine to stay protected?Early data suggests that the RSV shots are protective for at least two years, but it is not yet clear how often older adults will need to be revaccinated. CDC advisers will consider the frequency of revaccination when more data becomes available.What else is available to protect infants from RSV?In July, the FDA also approved Beyfortus, a long-acting antibody therapy from  Sanofi  (NASDAQ:SNY) and partner AstraZeneca (NASDAQ:AZN), to prevent RSV in children up to 24 months of age.Previously, Swedish Orphan Biovitrum's Synagis was the only approved preventive therapy in the U.S. for high-risk infants. Synagis is given as monthly injections, while Beyfortus can be given annually.Are RSV cases on the rise?Yes, although not alarmingly so. Detection of the virus in testing has increased significantly over the last month to around the same levels as this spring, according to CDC data. Still, that is a fraction of the positive tests recorded at the same time a year ago, when RSV cases were surging around the country and hospitals were running out of pediatric beds.Can I get the RSV shot alongside my COVID and flu shots?Yes, current CDC guidelines allow for all three vaccines to be administered simultaneously, even though they have not been tested together.""If it's now or never again, it's best to get all the vaccines you're eligible for to get the protection against as many diseases as possible,"" said Dr. Jeffrey Duchin, a member of the board of directors for the Infectious Diseases Society of America. ""If you've got the luxury of returning for more than one visit, you can choose to space them out."" Will my insurance cover it?Adults who are insured under the U.S. Medicare program for people aged 65 and older or disabled are covered for the vaccine. Many private insurance plans, including large insurers like CVS Health (NYSE:CVS)'s Aetna, Humana (NYSE:HUM) and Elevance, which owns Blue Cross Blue Shield insurers including Anthem, also say they are covering the shot for adults 60 and older who are not yet eligible for Medicare. Typically you do not need a prescription.Keep up with the latest medical breakthroughs and healthcare trends with our newsletter Reuters Health Rounds. Sign up here. 
",https://www.investing.com/news/stock-market-news/explainerwhat-you-need-to-know-about-rsv-and-the-new-vaccines-3180827
17,US Supreme Court extends pause on order curbing Biden social media contacts By Reuters,"Published Sep 22, 2023 04:28PM ETUpdated Sep 22, 2023 05:05PM ET","By Nate Raymond and Andrew Chung(Reuters) - U.S. Supreme Court Justice Samuel Alito on Friday extended a temporary block on an order restricting the ability of President Joe Biden's administration to encourage social media companies to remove content it deemed misinformation about COVID-19 and other matters of public concern.The decision to keep the matter on hold until Wednesday gives the court more time to consider the administration's request to block an injunction issued by a lower court that had concluded that federal officials likely had violated the free speech protections of the U.S. Constitution's First Amendment by coercing social media platforms into censoring certain posts.Alito's order pauses the dispute until Sept. 27 at 11:59 p.m. EDT. He had previously halted the lower court's rulingthrough Sept. 22. Alito is the justice designated by the court to act on certain matters arising from a group of states that include Louisiana, where the lawsuit was first filed.The Republican attorneys general of Missouri and Louisiana and a group of social media users sued federal officials, accusing them of unlawfully helping suppress conservative-leaning constitutionally protected speech on major social medial platforms.Those platforms included Meta's Facebook (NASDAQ:META), Alphabet (NASDAQ:GOOGL)'s YouTube and X, formerly called Twitter. Many of the posts expressed opinions that federal officials said constituted misinformation about the pandemic.The Biden administration argued that officials did nothing illegal and had sought to mitigate the hazards of online misinformation by alerting social media companies to content that violated their own policies.Louisiana-based U.S. District Judge Terry Doughty in July concluded that government officials had coercively pressured the companies to suppress posts by users that expressed views that were against COVID-19 vaccines, pandemic-related lockdowns intended as public health measures or that questioned the results of the 2020 election in which Biden, a Democrat, defeated Donald Trump, a Republican.The New Orleans-based 5th U.S. Circuit Court of Appeals vacated much of an injunction that Doughty issued restricting the administration's social media communications, with the exception of a provision concerning coercion, which they narrowed.The narrowed injunction applied to the White House, the surgeon general, the U.S. Centers for Disease Control and Prevention and the FBI, saying they could not ""coerce or significantly encourage"" the companies to remove content.The administration told the Supreme Court that the remaining injunction still went too far and would interfere with how the White House, FBI and health officials address matters of public concern and security.  
",https://www.investing.com/news/stock-market-news/us-supreme-court-extends-pause-on-order-curbing-biden-social-media-contacts-3180898
18,Oracle spends more than $100 million on Ampere chips By Reuters,"Published Sep 22, 2023 05:33PM ETUpdated Sep 22, 2023 06:25PM ET","Position added successfully to: 
(Reuters) -Oracle Corp agreed to prepay $104.1 million for processor chips made by startup Ampere Computing, according to Oracle (NYSE:ORCL)'s proxy statement filed on Friday.Oracle also invested $400 million in Ampere through a convertible note in its fiscal 2023, the proxy said.Ampere builds custom server chips based on Arm technology that compete with designs produced by Intel (NASDAQ:INTC) and Advanced Micro Devices (NASDAQ:AMD), which use X86. Oracle has invested hundreds of millions of dollars in Ampere since it was founded, according to filings.The idea behind the investment in Ampere – and its chip purchases - is to give Oracle's cloud an advantage over rivals. Amazon.com (NASDAQ:AMZN) makes its own server chips that compete with Ampere, and Google (NASDAQ:GOOGL) makes its own artificial intelligence processors.Ampere declined to comment. Oracle did not return a request for comment. 
",https://www.investing.com/news/stock-market-news/oracle-spends-more-than-100-million-on-ampere-chips-3180928#comments
19,Asian markets anticipate cautious start amid U.S. Federal Reserve policy implications By Investing.com,"Published Sep 24, 2023 07:05PM ET","Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Asian stock markets are preparing for a cautious commencement to the week today, as investors evaluate the potential impact of the U.S. Federal Reserve's policy stance. Japanese futures remained steady on Sunday, while Australian futures and Hong Kong stock contracts experienced slight declines. In contrast, an index of U.S.-listed Chinese companies saw an increase, following the announcement that Washington and Beijing are setting up working groups to discuss economic and financial matters.In early Monday trading in Asia, S&P 500 futures rose by 0.2%, recovering from Friday's equivalent fall that marked its poorest week since March. Nasdaq 100 futures also increased by 0.2%, buoyed by Apple Inc (NASDAQ:AAPL).'s latest product sales which contributed to the stability of the underlying index on Friday.The upcoming week will see U.S. Treasuries once again under scrutiny due to scheduled public appearances by Federal Reserve officials. Investors are also awaiting key U.S. inflation data and assessing the potential implications of a possible U.S. government shutdown.According to market analyst Fawad Razaqzada from City Index and Forex.com, traders remain wary about inflation and policy direction in light of the recent oil surge and the Fed's hint that interest rates will not decrease in the near future.Two Federal Reserve officials suggested last week that at least one more rate hike could be forthcoming, with borrowing costs potentially needing to stay high for a longer period for inflation to return to its 2% target. Boston Fed President Susan Collins did not rule out further tightening, while Governor Michelle Bowman suggested that more than one increase might be necessary, reinforcing her status as one of the Federal Open Market Committee's most hawkish members.San Francisco Fed Bank President Mary Daly stated last week that it is premature to claim victory over inflation, reaffirming the central bank's continued commitment to manage price pressures as smoothly as possible.Bank of America Corp (NYSE:BAC)'s rate strategists predict that the yield on 10-year Treasuries could reach 4.75% before softer risk sentiment and tighter financial conditions drive it down by year-end.In other market news, oil prices are approaching their annual high, while Bitcoin remained steady around $26,500.The week ahead is packed with key events including speeches by Minneapolis Fed President Neel Kashkari and ECB's Francois Villeroy de Galhau on Monday. This will be followed by the release of U.S. new home sales data and Conference Board consumer confidence on Tuesday, with ECB's Philip Lane also scheduled to speak. Other highlights include China's industrial profits data and U.S. durable goods data on Wednesday, Eurozone economic and consumer confidence data on Thursday, and U.S. initial jobless claims and GDP data.This article was generated with the support of AI and reviewed by an editor. For more information see our T&C.",https://www.investing.com/news/stock-market-news/asian-markets-anticipate-cautious-start-amid-us-federal-reserve-policy-implications-93CH-3181268#comments
20,Exclusive-Germany scraps plans for more stringent building standards to prop up industry By Reuters,"Published Sep 24, 2023 06:04PM ET","By Christian KraemerBERLIN (Reuters) - The German government will put on indefinite hold plans to require more stringent building insulation standards, environment minister Robert Habeck told Reuters, an effort to help prop up the ailing building industry.The about-face from the German government comes ahead of a closely watched meeting between the building industry and government leaders with Chancellor Olaf Scholz on Monday to address a major slump in the sector.Abolition of the insulation standards has been a top demand of industry, which says the measures are too expensive and put a further damper on the depressed construction industry.""High interest rates and inflation are a heavy burden for the construction industry,"" Habeck told Reuters, noting that the insulation measures now ""can wait"".""I don't see this new standard being introduced in this legislative period,"" he said. The period runs until late 2025.For years, low interest rates fuelled a global boom, igniting interest in German property, seen as safe and stable as the country. A sharp rise in rates put an end to the run, tipping a string of developers into insolvency as deals froze and prices fell.German housing prices fell by the most since records began in the second quarter, the latest grim sign for the property market in Europe's largest economy, government data showed on Friday.Also last week, data showed that building permits for apartments in Germany fell 31.5% in July from a year earlier, highlighting a slump in demand plaguing the construction and real estate industry.Germany, whose population has recently grown as millions flock to the country, aims to build 400,000 apartments a year, but has struggled.Weakness in commercial real estate in the United States as offices remain empty after the pandemic and the unravelling in Sweden of one of the country's biggest landlords have globally called attention to distress in the sector. China has also seen major property builders struggle.In the weeks ahead of Monday's summit, the industry has been calling on the government for an aid package. Among other measures, industry leaders are asking for an abolition of a sales tax on property transactions and a government-backed credit program to help borrowers offset high interest rates.  
",https://www.investing.com/news/stock-market-news/exclusivegermany-scraps-plans-for-more-stringent-building-standards-to-prop-up-industry-3181262
21,Workers with Canadian union Unifor vote in favor of Ford contract By Reuters,"Published Sep 24, 2023 11:50AM ETUpdated Sep 24, 2023 12:40PM ET","Position added successfully to: 
By Nathan Gomes and Mrinmay Dey(Reuters) -Canadian labor union Unifor said on Sunday its members had voted to ratify a new contract with Ford Motor (NYSE:F), a relief for the Detroit automaker locked in a separate tussle with its U.S. union over demands for better pay and benefits in the country.Unifor, which represents about 5,600 Canadian auto workers, said its members at Ford ratified a new three-year collective agreement.Ford has offered the union members wage increases of up to 25% in its new contract. The agreement provides a 10% wage increase for the first year followed by increases of 2% and 3% through the second and third years and a $10,000 productivity and quality bonus to all employees on the active roll of the company. The Detroit automaker reached a last-minute deal earlier this week, preventing walkouts at its Canadian operations. On Friday, the United Auto Workers (UAW) union announced an expansion of its U.S. strikes against General Motors (NYSE:GM) and Stellantis (NYSE:STLA). The UAW said it had made real progress in talks with Ford, but that its workers would remain on strike at the automaker's Wayne, Michigan, assembly plant.Unifor had sought improved wages and pensions, support in the transition to electric vehicles and additional investment commitments from Ford. The union has yet to reach a deal with Stellantis and GM to avoid walkouts at their Canadian facilities.Ford's new deal covers Unifor members at the company's plants in Ontario, as well as its parts distribution centers in Bramalea and Paris, Ontario, and in Alberta.Unlike the UAW, Unifor chose one of the Detroit Three as a ""target"" to negotiate with first - in this case, Ford - in a pattern bargaining tactic used to set the tone for subsequent deals with other companies. 
",https://www.investing.com/news/stock-market-news/workers-with-canadian-union-unifor-vote-in-favor-of-ford-contract-3181244#comments
22,UAW union files labor complaint against US Senator Tim Scott By Reuters,"Published Sep 22, 2023 08:02PM ET","Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
By Kanishka SinghWASHINGTON (Reuters) - The United Auto Workers (UAW) union has filed a labor complaint against Republican presidential candidate and U.S. Senator Tim Scott after his suggestion that auto workers on strike should be terminated.THE TAKEShawn Fain, the president of UAW, filed a complaint with the National Labor Relations Board, claiming Scott's remarks earlier this week violated federal labor law and in making those remarks he was in violation of the right to strike.KEY QUOTESAt a campaign event on Monday, Scott said: ""I think (former U.S. President) Ronald Reagan gave us a great example when federal employees decided they were going to strike. He said, you strike, you're fired. Simple concept to me. ... To the extent that we can use that once again, absolutely.""Scott doubled down on Friday after the complaint against him and said UAW ""is one of the most corrupt and scandal-plagued unions"" in the United States. ""They want to threaten me & shut me up. They don't scare me,"" he said on messaging platform X.CONTEXT* The United Auto Workers expanded its strikes against Detroit automakers General Motors (NYSE:GM) and Chrysler parent Stellantis (NYSE:STLA), but kept its Ford (NYSE:F) walkout limited to a single plant due to progress made in talks, the union said on Friday.* The auto workers' union began strikes at noon ET (1600 GMT) on Friday against 38 parts distribution centers across the United States at GM and Stellantis, extending its unprecedented, simultaneous strikes that began with one assembly plant at each of the Detroit Three. The additional facilities added about 5,600 workers to the 12,700 already on strike.* The automakers have proposed 20% raises over 4-1/2 years, while the UAW is seeking 40%.  
",https://www.investing.com/news/stock-market-news/uaw-union-files-labor-complaint-against-us-senator-tim-scott-3180944#comments
23,Charter Communications sees stock upgrade and price target rise amid growth prospects By Investing.com,"Published Sep 22, 2023 04:47PM ETUpdated Sep 22, 2023 04:47PM ET","Position added successfully to: 
Wells Fargo, a leading banking institution, upgraded  Charter Communications ' (NASDAQ:CHTR) shares to overweight from equal weight on Friday. The bank also increased the price target for Charter's stock to $550 from $450, suggesting a potential 23% gain. Despite facing challenges in the cable industry due to increasing prices and the growing popularity of streaming services, Charter's stock has rallied by 31.8% this year.Analyst Steven Cahall from Wells Fargo attributed this positive outlook for Charter to its advantageous debt structure and expanding sports content. He highlighted that these factors would bolster Charter's market share in the streaming industry over the long term. Cahall stated, ""The worst of Cable is behind it, and CHTR is the clearest expression of the new normal. It has a strong converged bundle with Spectrum One, stable net adds due to its expansion in rural and a more aggressive video posture with programmers.""Charter's growth prospects, particularly in rural areas, also played a significant role in the rating uplift. The company's CEO Christopher Winfrey declared during a second-quarter earnings call in late July that Charter is currently the largest and fastest-growing rural provider in the nation.Furthermore, CFO Jessica Fischer emphasized that their rural construction initiative is disbursing at a steadier pace than in past years. This consistent spending strategy comes as the company reported an improvement in customer losses in its second quarter compared to the previous year.Charter's Spectrum One bundle offering, introduced in October 2022, is another factor contributing to its positive outlook. Cahall believes that if Charter can achieve strong conversion rates with Spectrum One, it could generate high-margin revenue that enhances EBITDA.This article was generated with the support of AI and reviewed by an editor. For more information see our T&C.",https://www.investing.com/news/stock-market-news/charter-communications-sees-stock-upgrade-and-price-target-rise-amid-growth-prospects-93CH-3180912
24,Workers with Canadian union Unifor vote in favor of Ford contract By Reuters,"Published Sep 24, 2023 11:50AM ETUpdated Sep 24, 2023 12:40PM ET","Position added successfully to: 
By Nathan Gomes and Mrinmay Dey(Reuters) -Canadian labor union Unifor said on Sunday its members had voted to ratify a new contract with Ford Motor (NYSE:F), a relief for the Detroit automaker locked in a separate tussle with its U.S. union over demands for better pay and benefits in the country.Unifor, which represents about 5,600 Canadian auto workers, said its members at Ford ratified a new three-year collective agreement.Ford has offered the union members wage increases of up to 25% in its new contract. The agreement provides a 10% wage increase for the first year followed by increases of 2% and 3% through the second and third years and a $10,000 productivity and quality bonus to all employees on the active roll of the company. The Detroit automaker reached a last-minute deal earlier this week, preventing walkouts at its Canadian operations. On Friday, the United Auto Workers (UAW) union announced an expansion of its U.S. strikes against General Motors (NYSE:GM) and Stellantis (NYSE:STLA). The UAW said it had made real progress in talks with Ford, but that its workers would remain on strike at the automaker's Wayne, Michigan, assembly plant.Unifor had sought improved wages and pensions, support in the transition to electric vehicles and additional investment commitments from Ford. The union has yet to reach a deal with Stellantis and GM to avoid walkouts at their Canadian facilities.Ford's new deal covers Unifor members at the company's plants in Ontario, as well as its parts distribution centers in Bramalea and Paris, Ontario, and in Alberta.Unlike the UAW, Unifor chose one of the Detroit Three as a ""target"" to negotiate with first - in this case, Ford - in a pattern bargaining tactic used to set the tone for subsequent deals with other companies. 
",https://www.investing.com/news/stock-market-news/workers-with-canadian-union-unifor-vote-in-favor-of-ford-contract-3181244
25,"Dow futures gain after negative week, yields touch 16-year highs By Investing.com","Published Sep 24, 2023 06:44PM ET","Investing.com - U.S. stock futures were trading higher during Sunday's evening trade after a negative week for major benchmark averages as investors retreated in the face of rising long term bond yields, following hawkish rhetoric from Federal Reserve policymakers.By 6:35pm ET (10:35pm GMT) Dow Jones Futures, S&P 500 Futures, Nasdaq 100 Futures were each up by 0.2%.In the week ahead, investors will be closely monitoring building permits, CB consumer confidence, new home sales, durable goods orders, Q2 GDP, pending home sales and PCE price index data, as well as speeches from Kashkari, Bowman, Powell, Cook and Williams.Among earnings, companies scheduled to report quarterly results include Costco Wholesale Corp (NASDAQ:COST), Cintas Corporation (NASDAQ:CTAS), Neogen Corporation (NASDAQ:NEOG), Micron Technology Inc (NASDAQ:MU),   Nike   Inc (NYSE:NKE), Accenture plc (NYSE:ACN) and Carnival Corporation (NYSE:CCL).During Friday's regular trade, the Dow Jones Industrial Average lost 106.6 points or 0.3% to 33,963.9, the S&P 500 dipped 10 points or 0.2% to 4,320.1 and the NASDAQ Composite fell 12.2 points or 0.1% to finish at 13,211.8. For the week, the Dow shed 1.9%, the S&P 500 fell 2.8% and the NASDAQ lost 3.4%.On the bond markets, United States 10-Year rates retreated from fresh 16-year highs to 4.436%.",https://www.investing.com/news/stock-market-news/dow-futures-gain-after-negative-week-yields-touch-16year-highs-3181266
26,Xavier Niel buys Czech investor Kretinsky's stake in Le Monde By Reuters,"Published Sep 23, 2023 11:25AM ETUpdated Sep 23, 2023 11:30AM ET","PARIS (Reuters) - NJJ Presse, a holding of French telecoms maverick Xavier Niel, has purchased Czech billionaire Daniel Kretinsky's stake in daily Le Monde and committed to transferring this and its existing stake to a fund defending press freedom, it said on Saturday.""The entire shares held since 2019 by Mr. Daniel Kretinsky's company in the company Le Nouveau Monde were acquired by NJJ Presse (...) with the irrevocable commitment of NJJ Presse to transfer these shares, jointly with the shares already held directly, in the Fund for press freedom"", NJJ said in a statement sent to Reuters.Finance tycoon Matthieu Pigasse, who had sold part of his stake in Le Monde to Kretinsky, will also put his shares in the fund, NJJ said. The Financial Times had reported shortly before that an agreement was close on a buyout of the shares of the Czech energy magnate, a transaction worth around 50 million euros.($1 = 0.9388 euros)  
",https://www.investing.com/news/stock-market-news/xavier-niel-buys-czech-investor-kretinskys-stake-in-le-monde-3181059
27,South Korean stocks open lower amid concerns over Fed's aggressive monetary policy By Investing.com,"Published Sep 24, 2023 08:57PM ET","Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
South Korean shares opened lower on Monday due to concerns regarding the Federal Reserve's aggressive monetary tightening for a longer-than-expected period. The benchmark Korea Composite Stock Price Index (KOSPI) shed 9.31 points, or 0.37 percent, to 2,498.82 within the first 15 minutes of trading.Last week, U.S. Federal Reserve officials signaled further potential interest hikes this year while keeping current rates unchanged. In Seoul, most top-cap shares opened lower. Market bellwether Samsung Electronics (KS:005930) lost 0.15 percent, and chip giant SK hynix (KS:000660) retreated by 1.02 percent. Leading battery maker LG Energy Solution saw a decrease of 0.92 percent, and Posco Holdings sank by 2.46 percent. LG Chem also experienced a decrease, shedding 0.39 percent.Automakers in the country also experienced a downturn in their opening values. Top automaker Hyundai Motor (OTC:HYMTF) went down by 0.78 percent, and Kia shed 0.12 percent.The local currency was trading at 1,334.60 won against the U.S dollar at 9:15 a.m., marking an increase of 2.2 won from the previous session's close.This article was generated with the support of AI and reviewed by an editor. For more information see our T&C.",https://www.investing.com/news/stock-market-news/south-korean-stocks-open-lower-amid-concerns-over-feds-aggressive-monetary-policy-93CH-3181281
28,"Dow futures gain after negative week, yields touch 16-year highs By Investing.com","Published Sep 24, 2023 06:44PM ET","Investing.com - U.S. stock futures were trading higher during Sunday's evening trade after a negative week for major benchmark averages as investors retreated in the face of rising long term bond yields, following hawkish rhetoric from Federal Reserve policymakers.By 6:35pm ET (10:35pm GMT) Dow Jones Futures, S&P 500 Futures, Nasdaq 100 Futures were each up by 0.2%.In the week ahead, investors will be closely monitoring building permits, CB consumer confidence, new home sales, durable goods orders, Q2 GDP, pending home sales and PCE price index data, as well as speeches from Kashkari, Bowman, Powell, Cook and Williams.Among earnings, companies scheduled to report quarterly results include Costco Wholesale Corp (NASDAQ:COST), Cintas Corporation (NASDAQ:CTAS), Neogen Corporation (NASDAQ:NEOG), Micron Technology Inc (NASDAQ:MU),   Nike   Inc (NYSE:NKE), Accenture plc (NYSE:ACN) and Carnival Corporation (NYSE:CCL).During Friday's regular trade, the Dow Jones Industrial Average lost 106.6 points or 0.3% to 33,963.9, the S&P 500 dipped 10 points or 0.2% to 4,320.1 and the NASDAQ Composite fell 12.2 points or 0.1% to finish at 13,211.8. For the week, the Dow shed 1.9%, the S&P 500 fell 2.8% and the NASDAQ lost 3.4%.On the bond markets, United States 10-Year rates retreated from fresh 16-year highs to 4.436%.",https://www.investing.com/news/stock-market-news/dow-futures-gain-after-negative-week-yields-touch-16year-highs-3181266#comments
29,"Goodyear Tire to cut 700 jobs, sell retail stores in Asia Pacific By Reuters","Published Sep 22, 2023 05:29PM ET","Position added successfully to: 
(Reuters) - Goodyear Tire & Rubber said on Friday it plans to cut 700 jobs and sell about 100 retail stores and fleet locations, under a rationalization plan for its Asia Pacific segment.The move is expected to improve the segment's operating income by approximately $50 million to $55 million in 2025, the tire manufacturer said, adding that the plan would also improve profitability in its Australia and New Zealand operations. Goodyear would also exit nine warehouse locations, a regulatory filing showed. It follows the company's similar decision announced earlier in the month for Europe, the Middle East and Africa that would lead to 1,200 job cuts. The Ohio-based company said the approved plan that is part of its broader restructuring effort would be completed by the end of 2024. The pre-tax charges are estimated between $55 million and $65 million. Goodyear, in August, swung to a loss of 73 cents per share for the second quarter, from a profit of 58 cents per share a year earlier.  
",https://www.investing.com/news/stock-market-news/goodyear-tire-to-cut-700-jobs-sell-retail-stores-in-asia-pacific-3180926
30,SoftBank Corp to raise over $800 million via bond-type class shares - Bloomberg News By Reuters,"Published Sep 24, 2023 09:48PM ET","Position added successfully to: 
(Reuters) - SoftBank (TYO:9984) Corp will likely decide as early as Monday to raise up to 120 billion yen ($808.79 million) via Japan's first public offering of bond-type class shares, Bloomberg News reported, citing people familiar with the matter. ($1 = 148.3700 yen)  
",https://www.investing.com/news/stock-market-news/softbank-corp-to-raise-over-800-million-via-bondtype-class-shares--bloomberg-news-3181291
31,"McDonald's to raise royalty fees for new franchise restaurants in US, Canada By Reuters","Published Sep 22, 2023 07:08AM ETUpdated Sep 22, 2023 05:01PM ET","Position added successfully to: 
By Savyata Mishra(Reuters) -McDonald's is raising royalty fees for new franchise restaurants in the U.S. and Canada for the first time in nearly three decades, according to a letter viewed by Reuters on Friday, bringing them on par with what it charges in other markets.The fees are being hiked to 5% from 4%, starting Jan. 1, and will not affect franchises that are looking to rebuild or renovate existing locations or transfer an outlet to another party, the letter showed.The move comes as the restaurant chain sees slowing revenue growth for the rest of the year as signs of easing inflation prompt it to lower menu prices. Northcoast Research analyst Jim Sanderson, however, said the impact of the rate increase on McDonald's (NYSE:MCD) revenue would be ""very limited"", since there are very few new stores opening in the United States.The fast-food giant operates around 13,400 stores across the United States. Around 95% of these were operated by franchisees as of Dec. 31, making up nearly 30% of the company's total revenue in 2022.Average cash flows for these U.S. franchisees have grown more than 35% over the past five years, the letter showed.The company will also change the term for payments from ""service fees"" to ""royalty fees"", used by all other McDonald's markets around the world.Royalty is a fee paid by restaurant operators to the owner and the rate is set based on the revenue generated by the licensed property. 
",https://www.investing.com/news/stock-market-news/mcdonalds-to-raise-royalty-fees-for-new-us-restaurant-operators--cnbc-3180545#comments
32,India's aviation authorities say they can't interfere in Akasa dispute By Reuters,"Published Sep 23, 2023 11:35AM ET","By Arpan Chaturvedi and Aditya KalraNEW DELHI (Reuters) - India's aviation authorities have ruled out intervening in a dispute between Akasa Air and its pilots after the budget carrier accused the regulator of inaction, a legal filing shows.Over 40 of Akasa's 450 pilots quit without serving their notice in recent weeks, and the airline has sued some of them and challenged Indian authorities in court for not acting on its requests to deal with alleged pilot ""misconduct"". The airline has also warned of a shut down due to the crisis.India mandates a notice period of 6-12 months for pilots which some pilot organisations are challenging in court. Akasa argues its contractual obligations with pilots remain in force, and is suing the regulator for not intervening in the public interest.The Directorate General of Civil Aviation (DGCA) and the aviation ministry in a Sept. 22 filing at the Delhi High Court said Akasa's plea should be thrown out as the regulator is unable to interfere in the matter.The DGCA ""does not have any power or delegated authority to interfere in any employment contract,"" it said.Akasa, which has previously said it was in discussion with the DGCA, did not respond to a request for comment on the new filing, which has been seen by Reuters. A DGCA official declined to comment.Akasa has accused the DGCA of being ""unwilling to take any action"" which resulted in ""significant financial and operational hardship"" to the airlineThe pilot resignations caused 632 flight cancellations in August, according to Akasa, an estimated 18% of the roughly 3,500 flights the airline usually operates in a month.The DGCA contested that position in its court filing, saying it ""categorically denies"" that Akasa ""provided any documents or reasons"" in respect of cancellation as a result of pilot exits.Sharing data, it said only 1.17% of Akasa's flights were cancelled in August.The 6,000 member Federation of Indian Pilots have also responded to Akasa's plea, saying flight cancellation numbers were ""unsubstantiated"" and that the DGCA can not interfere in the dispute.""Alleged mass resignation of pilots ... also serves as an indication of employee discontent,"" the federation said.  
",https://www.investing.com/news/stock-market-news/indias-aviation-authorities-say-they-cant-interfere-in-akasa-dispute-3181062
